,Price,Installment,Description,Location,Bedroom,Bathroom,Carport,Land,Building
1554,"Rp 4,9 Miliar",Cicilan: 18 Jutaan per bulan,"Rumah Minimalis Mewah Sangat Nyaman di Setiabudi Regency, Bandung","Setiabudi, Bandung",5,5,2,LT : 354 m²,LB : 450 m²
1555,"Rp 3,55 Miliar",Cicilan: 13 Jutaan per bulan,"Rumah Baru Minimalis Dan Keren di Singgasana Pradana, Bandung","Singgasana, Bandung",4,3,2,LT : 140 m²,LB : 170 m²
1556,"Rp 3,7 Miliar",Cicilan: 13 Jutaan per bulan,"Rumah Baru Modern Minimalis 3 Lantai Cluster Setra Duta, Bandung","Setra Duta, Bandung",4,3,2,LT : 138 m²,LB : 275 m²
1557,"Rp 18,8 Miliar",Cicilan: 69 Jutaan per bulan,"Rumah hitung harga tanah lokasi mainroad di Dago Pakar, Bandung","Dago Pakar, Bandung",4,3,20,LT : 2600 m²,LB : 1100 m²
1558,"Rp 3,65 Miliar",Cicilan: 13 Jutaan per bulan,Rumah bagus harga paling murah cluster Btari Summarecon Bandung,"Summarecon Bandung, Bandung",3,2,2,LT : 216 m²,LB : 167 m²
1559,"Rp 4,2 Miliar",Cicilan: 15 Jutaan per bulan,"Rumah Baru Dan Bonus Ruang Usaha Aktif di Surya Sumantri, Bandung","Surya Sumantri, Bandung",3,7,4,LT : 192 m²,LB : 320 m²
1560,"Rp 1,1 Miliar",Cicilan: 4 Jutaan per bulan,Rumah SHM di Taman Holis Indah 1 Bandung,"Holis Cigondewah, Bandung",2,1,1,LT : 102 m²,LB : 80 m²
1561,"Rp 3,7 Miliar",Cicilan: 13 Jutaan per bulan,Rumah Cantik di Puri Syailendra Timur Jual Cepat,"Sukajadi, Bandung",4,2,2,LT : 186 m²,LB : 198 m²
1562,"Rp 3,25 Miliar",Cicilan: 12 Jutaan per bulan,"Rumah keren harga sangat murah dan bagus di Geger kalong, Bandung","Geger Kalong, Bandung",5,5,2,LT : 500 m²,LB : 380 m²
1563,"Rp 3,1 Miliar",Cicilan: 11 Jutaan per bulan,Rumah Mewah murah di Btari Summarecon Bandung,"Summarecon Bandung, Bandung",4,3,1,LT : 180 m²,LB : 229 m²
1564,"Rp 3,85 Miliar",Cicilan: 14 Jutaan per bulan,Rumah Baru Modern Minimalis di Taman Anggrek Residence ,"Peta, Bandung",5,4,0,LT : 116 m²,LB : 200 m²
1565,"Rp 3,6 Miliar",Cicilan: 13 Jutaan per bulan,Rumah Keren Nyaman Terawar di Mainroad Taman Holis Indah,"Holis Cigondewah, Bandung",5,3,2,LT : 300 m²,LB : 400 m²
1566,"Rp 2,98 Miliar",Cicilan: 11 Jutaan per bulan,Rumah baru modern minimalis furnished di Kota Baru Parahyangan,"Kota Baru Parahyangan, Bandung",3,2,1,LT : 125 m²,LB : 160 m²
1567,"Rp 3,15 Miliar",Cicilan: 11 Jutaan per bulan,Rumah Cantik FUrnished SImakirana Kota Baru Parahyangan,"Kota Baru Parahyangan, Bandung",4,3,2,LT : 120 m²,LB : 180 m²
1568,"Rp 2,5 Miliar",Cicilan: 9 Jutaan per bulan,Rumah harga murah yang beli pasti untung di Kota Baru Parahyangan,"Kota Baru Parahyangan, Bandung",4,3,1,LT : 198 m²,LB : 325 m²
1569,Rp 42 Miliar,Cicilan: 156 Jutaan per bulan,Rumah Super Luxury Dan Mewah Strategis di Cipaganti Bandung,"Cipaganti, Bandung",4,3,12,LT : 861 m²,LB : 800 m²
1570,"Rp 3,85 Miliar",Cicilan: 14 Jutaan per bulan,Rumah Kost Strategis Pusat Kota di Sayap Dago Bandung,"Sayap Dago, Bandung",20,20,2,LT : 146 m²,LB : 310 m²
1571,"Rp 8,5 Miliar",Cicilan: 31 Jutaan per bulan,Rumah Luxury Super Mewah di Sukadamai Pasteur Bandung,"Pasteur, Bandung",4,4,2,LT : 234 m²,LB : 420 m²
1572,"Rp 7,5 Miliar",Cicilan: 27 Jutaan per bulan,Rumah Luxury Minimalis di Batununggal Bandung,"Batununggal, Bandung",4,4,4,LT : 300 m²,LB : 450 m²
1573,"Rp 4,3 Miliar",Cicilan: 15 Jutaan per bulan,Rumah Baru Luxury di Batununggal Bandung,"Batununggal, Bandung",3,3,3,LT : 200 m²,LB : 250 m²
1574,"Rp 5,25 Miliar",Cicilan: 19 Jutaan per bulan,Rumah Menarik di Sumber Sugih Sumber Sari Bandung,"Bandung Kidul, Bandung",4,3,1,LT : 458 m²,LB : 400 m²
1575,"Rp 16,5 Miliar",Cicilan: 61 Jutaan per bulan,Rumah Luxury Mewah di Kota Baru Parahyangan Bandung,"Kota Baru Parahyangan, Bandung",5,4,2,LT : 815 m²,LB : 586 m²
1576,"Rp 4,3 Miliar",Cicilan: 15 Jutaan per bulan,Rumah Kost Strategis Dekat Kampus Telkom Bandung,"Terusan Buah Batu, Bandung",19,19,2,LT : 188 m²,LB : 282 m²
1577,Rp 16 Miliar,Cicilan: 59 Jutaan per bulan,Dijual Tanah Dan Bangunan Pusat Kota di Sayap Riau Bandung,"Riau, Bandung",12,2,5,LT : 520 m²,LB : 500 m²
1578,"Rp 4,9 Miliar",Cicilan: 18 Jutaan per bulan,RUMAH MURAH LOKASI BAGUS HARGA NJOP PASTEUR BANDUNG,"Pasteur, Bandung",5,3,0,LT : 580 m²,LB : 270 m²
1579,"Rp 3,65 Miliar",Cicilan: 13 Jutaan per bulan,Rumah Singgasana Siap Huni Minimalis,"Bojongloa Kidul, Bandung",4,4,1,LT : 180 m²,LB : 180 m²
1580,"Rp 7,25 Miliar",Cicilan: 26 Jutaan per bulan,Rumah Mewah Modern Furnished Kumalashinta Kota Baru Parahyangan,"Kota Baru Parahyangan, Bandung",4,3,2,LT : 279 m²,LB : 317 m²
1581,"Rp 4,5 Miliar",Cicilan: 16 Jutaan per bulan,Rumah Baru Luxury dan Modern Kawasan Elite Summarecon Bandung,"Summarecon Bandung, Bandung",3,3,2,LT : 200 m²,LB : 151 m²
1582,Rp 2 Miliar,Cicilan: 7 Jutaan per bulan,Dijual Rumah Bandung Kota Dkt Asia afrika,"Bandung Kota, Bandung",3,2,0,LT : 262 m²,LB : 200 m²
1583,"Rp 2,8 Miliar",Cicilan: 10 Jutaan per bulan,Rumah Mewah Di Komplek The Awani Residence Bandung Barat,"Ngamprah, Bandung",3,2,2,LT : 300 m²,LB : 215 m²
1584,Rp 6 Miliar,Cicilan: 22 Jutaan per bulan,Di jual rumah di Gegerkalong siap huni ,"Parongpong, Bandung",5,3,3,LT : 496 m²,LB : 485 m²
1585,"Rp 1,45 Miliar",Cicilan: 5 Jutaan per bulan,"Dijual Rumah Minimalis Komplek Taman Persada Residence, Margahayu","Margahayu, Bandung",2,2,1,LT : 91 m²,LB : 150 m²
1586,"Rp 3,5 Miliar",Cicilan: 13 Jutaan per bulan,JUAL RUMAH KOS-KOSTAN MURAAAH HARGA NEGOO SAMPAI JADI .,"Dago, Bandung",19,6,1,LT : 200 m²,LB : 375 m²
1587,"Rp 4,2 Miliar",Cicilan: 15 Jutaan per bulan,Di jual rumah terawat nyaman dalam townhouse di cigadung,"Cigadung, Bandung",3,3,3,LT : 300 m²,LB : 180 m²
1588,"Rp 1,2 Miliar",Cicilan: 4 Jutaan per bulan,"Rumah Murah Hitung Tanah Antapani, Bandung","Antapani, Bandung",4,2,1,LT : 162 m²,LB : 100 m²
1589,"Rp 2,3 Miliar",Cicilan: 8 Jutaan per bulan,Rumah Siap Huni Strategis di Sari Duta Bandung,"Setra Duta, Bandung",3,3,2,LT : 105 m²,LB : 200 m²
1590,Rp 410 Juta,Cicilan: 1 Jutaan per bulan,Rumah Turun Harga di Jatinangor Lingkungan Tenang Sangat Jarang Ada,"Jatinangor, Bandung",3,1,1,LT : 98 m²,LB : 80 m²
1591,"Rp 1,8 Miliar",Cicilan: 6 Jutaan per bulan,Rumah Bagus View Gunung Lingkungan Tenang Semi Furnished di Jatinanor,"Jatinangor, Bandung",4,3,2,LT : 120 m²,LB : 200 m²
1592,Rp 650 Juta,Cicilan: 2 Jutaan per bulan,Dijual Rumah Minimalis 2 Lantai Lingkungan Tenang Lokasi Strategis di Jatinangor,"Jatinangor, Bandung",3,2,1,LT : 84 m²,LB : 86 m²
1593,"Rp 3,5 Miliar",Cicilan: 13 Jutaan per bulan,Rumah Cantik Minimalis Siap Huni di Tatar Tarubhawana KBP,"Kota Baru Parahyangan, Bandung",3,2,0,LT : 165 m²,LB : 98 m²
1594,"Rp 2,5 Miliar",Cicilan: 9 Jutaan per bulan,Rumah di Pasadena Residence Caringin Bagus Banget Sangat Jarang Ada,"Caringin, Bandung",4,2,1,LT : 113 m²,LB : 120 m²
1595,"Rp 1,49 Miliar",Cicilan: 5 Jutaan per bulan,Rumah Baru di Tki 2 Sangat Jarang Ada Lokasi Strategis,"Taman Kopo Indah, Bandung",3,2,2,LT : 96 m²,LB : 125 m²
1596,Rp 420 Juta,Cicilan: 1 Jutaan per bulan,Dijual Rumah Minimalis Sudah Renovasi di Jatinangor Sangat Jarang Ada,"Jatinangor, Bandung",2,1,1,LT : 60 m²,LB : 65 m²
1597,"Rp 2,8 Miliar",Cicilan: 10 Jutaan per bulan,Rumah Baru Siap Huni di Komplek Sumber Sari,"Babakanciparay, Bandung",4,4,2,LT : 120 m²,LB : 200 m²
1598,"Rp 3,5 Miliar",Cicilan: 13 Jutaan per bulan,Rumah Summarecon Sangat Jarang Ada Semi Furnished,"Summarecon Bandung, Bandung",5,2,1,LT : 128 m²,LB : 210 m²
1599,Rp 900 Juta,Cicilan: 3 Jutaan per bulan,Rumah Harga di Bawah Pasar di Nuansa Mas Estate Cipamokolan Rancasari Sangat Jarang Ada,"Rancasari, Bandung",3,2,1,LT : 200 m²,LB : 100 m²
1600,Rp 3 Miliar,Cicilan: 11 Jutaan per bulan,Rumah di Istana Sudirman Regency Terawat Sangat Jarang Ada,"Sudirman, Bandung",3,2,1,LT : 155 m²,LB : 200 m²
1601,"Rp 4,95 Miliar",Cicilan: 18 Jutaan per bulan,Rumah di Singgasana Sangat Jarang Ada Sudah Turun Harga,"Mekar Wangi, Bandung",4,3,1,LT : 200 m²,LB : 210 m²
1602,Rp 980 Juta,Cicilan: 3 Jutaan per bulan,Rumah baru di Sayap tatasurya margahayu raya +furnish,"Margahayu, Bandung",5,3,1,LT : 105 m²,LB : 100 m²
1603,"Rp 1,98 Miliar",Cicilan: 7 Jutaan per bulan,Rumah Keren Siap Huni di Kota Baru Parahyangan,"Kota Baru Parahyangan, Bandung",2,2,1,LT : 72 m²,LB : 86 m²
1604,"Rp 1,85 Miliar",Cicilan: 6 Jutaan per bulan,Rumah Sekaligus Ruang Usaha Atau Ruko di Jalan Kembar Sangat Jarang Ada,"Moch Toha, Bandung",4,3,2,LT : 94 m²,LB : 140 m²
1605,"Rp 3,5 Miliar",Cicilan: 13 Jutaan per bulan,Rumah di Pondok Hijau Sangat Bagus Jarang Ada Lokasi Strategis,"Pondok Hijau, Bandung",3,3,2,LT : 182 m²,LB : 235 m²
1606,Rp 900 Juta,Cicilan: 3 Jutaan per bulan,Rumah Harga di Bawah Pasar di Nuansa Mas Estate Cipamokolan Rancasari Sangat Jarang Ada,"Soekarno Hatta, Bandung",3,2,1,LT : 200 m²,LB : 100 m²
1607,Rp 3 Miliar,Cicilan: 11 Jutaan per bulan,Rumah di Istana Sudirman Regency Masih Terawat Sangat Jarang Ada,"Cijerah, Bandung",3,2,1,LT : 155 m²,LB : 200 m²
1608,"Rp 1,6 Miliar",Cicilan: 5 Jutaan per bulan,Rumah Bagus di Kopo Permai Sangat Jarang Ada,"Kopo Permai, Bandung",3,2,3,LT : 221 m²,LB : 180 m²
1609,"Rp 1,1 Miliar",Cicilan: 4 Jutaan per bulan,Rumah Sangat Jarang Ada di Taman Holis 1 Lokasi Strategis ,"Holis Cigondewah, Bandung",2,1,1,LT : 100 m²,LB : 70 m²
1610,"Rp 2,2 Miliar",Cicilan: 8 Jutaan per bulan,Rumah di Cihampelas Lokasi Strategis Sangat Jarang Ada,"Cihampelas, Bandung",3,2,1,LT : 172 m²,LB : 160 m²
1611,Rp 13 Miliar,Cicilan: 48 Jutaan per bulan,Rumah Villa di Dago Pakar View Gunung Full Furnished Sangat Jarang Ada ,"Dago Pakar, Bandung",6,4,4,LT : 428 m²,LB : 700 m²
1612,"Rp 2,9 Miliar",Cicilan: 10 Jutaan per bulan,Rumah Bagus 2 lantai  semi furnished buah batu regency bandung ,"Buah Batu, Bandung",3,2,1,LT : 244 m²,LB : 320 m²
1613,"Rp 1,4 Miliar",Cicilan: 5 Jutaan per bulan,Rumah 2 Lantai Baru SHM Di margahayu raya,"Margahayu, Bandung",3,2,1,LT : 101 m²,LB : 130 m²
1614,Rp 785 Juta,Cicilan: 2 Jutaan per bulan,Rumah 3 Lantai SHM Bagus Dikatapang soreang bandung,"Katapang, Bandung",4,3,2,LT : 114 m²,LB : 2425 m²
1615,"Rp 1,3 Miliar",Cicilan: 4 Jutaan per bulan,Rumah Bagus 2 Lantai SHM Di cimahi kota ,"Cimahi, Bandung",3,3,2,LT : 153 m²,LB : 230 m²
1616,"Rp 3,8 Miliar",Cicilan: 14 Jutaan per bulan,Rumah Bagus SHM Di perumahan mitra dago antapani bandung,"Antapani, Bandung",4,3,1,LT : 216 m²,LB : 120 m²
1617,"Rp 5,4 Miliar",Cicilan: 20 Jutaan per bulan,Rumah 2lantai SHM atapani bandung,"Antapani, Bandung",5,6,3,LT : 260 m²,LB : 400 m²
1618,"Rp 1,5 Miliar",Cicilan: 5 Jutaan per bulan,Rumah Baru 2 Lantai SHM Di padasuka bandung ,"Padasuka, Bandung",4,3,1,LT : 151 m²,LB : 190 m²
1619,Rp 18 Miliar,Cicilan: 66 Jutaan per bulan,Rumah Dan Cafe Di Lokasi Strategis Di Bandung Jawa Barat,"Coblong, Bandung",6,3,0,LT : 437 m²,LB : 250 m²
1620,"Rp 3,5 Miliar",Cicilan: 13 Jutaan per bulan,Di jual rumah terawat di komplek dosen unpad cigadung,"Cigadung, Bandung",3,3,0,LT : 190 m²,LB : 220 m²
1621,"Rp 7,9 Miliar",Cicilan: 29 Jutaan per bulan,Setrasari Harga NJOP di Setrasari Murah ,"Sukajadi, Bandung",6,5,0,LT : 750 m²,LB : 500 m²
1622,"Rp 1,55 Miliar",Cicilan: 5 Jutaan per bulan,Rumah Murah Strategis Pinggir Jl Raya Antapani Bandung,"Antapani, Bandung",4,2,1,LT : 180 m²,LB : 70 m²
1623,"Rp 1,3 Miliar",Cicilan: 4 Jutaan per bulan,Rumah Murah Lokasi Bagus Kalijati Antapani Bandung,"Antapani, Bandung",3,1,1,LT : 138 m²,LB : 100 m²
1624,"Rp 1,37 Miliar",Cicilan: 5 Jutaan per bulan,Rumah Murah Siap Huni Dekat Jl Jakarta Antapani Bandung,"Antapani, Bandung",3,3,0,LT : 122 m²,LB : 160 m²
1625,"Rp 2,2 Miliar",Cicilan: 8 Jutaan per bulan,Rumah Siap Huni Dalam Komplek Antapani Bandung,"Antapani, Bandung",5,2,2,LT : 172 m²,LB : 300 m²
1626,"Rp 6,5 Miliar",Cicilan: 24 Jutaan per bulan,Rumah Mewah Murah Full Furnished Di Bkr ,"BKR, Bandung",4,3,1,LT : 420 m²,LB : 550 m²
1627,"Rp 7,5 Miliar",Cicilan: 27 Jutaan per bulan,Rumah di Cigadung Selatan Bandung SHM Dekat Gedung Sate,"Cigadung, Bandung",6,5,2,LT : 521 m²,LB : 400 m²
1628,"Rp 1,5 Miliar",Cicilan: 5 Jutaan per bulan,Rumah One Gate Area Antapani 2 Lantai SHM Bagus,"Antapani, Bandung",4,3,1,LT : 121 m²,LB : 150 m²
1629,Rp 15 Miliar,Cicilan: 55 Jutaan per bulan,Rumah Cocok Untuk Usaha Sayap Riau Best Location Bandung Kota,"Riau, Bandung",5,2,4,LT : 474 m²,LB : 160 m²
1630,"Rp 3,5 Miliar",Cicilan: 13 Jutaan per bulan,Termurah Lokasi Strategis Sktr Leuwipanjang Area Bisnis. Lm 25,"Batununggal, Bandung",5,5,2,LT : 665 m²,LB : 300 m²
1631,Rp 15 Miliar,Cicilan: 55 Jutaan per bulan,Rumah Exclusive Swimming Pool Di Setraduta Bandung Utara,"Setra Duta, Bandung",4,5,0,LT : 616 m²,LB : 409 m²
1632,Rp 675 Juta,Cicilan: 2 Jutaan per bulan,Termurah di Kompleks Cibolerang Kopo Dkt Akses Tol Kopo,"Kopo, Bandung",4,3,1,LT : 97 m²,LB : 110 m²
1633,"Rp 1,35 Miliar",Cicilan: 5 Jutaan per bulan,Rumah Bagus Minimalis Siap Huni Antapani Bandung,"Antapani, Bandung",3,2,0,LT : 101 m²,LB : 100 m²
1634,"Rp 1,45 Miliar",Cicilan: 5 Jutaan per bulan,Rumah Murah Lokasi Bagus Bisa Nego Antapani Bandung,"Antapani, Bandung",3,1,1,LT : 198 m²,LB : 60 m²
1635,"Rp 1,25 Miliar",Cicilan: 4 Jutaan per bulan,Rumah Murah Lokasi Bagus Dalam Komplek Antapani Bandung,"Antapani, Bandung",5,4,1,LT : 210 m²,LB : 200 m²
1636,"Rp 1,45 Miliar",Cicilan: 5 Jutaan per bulan,Rumah Minimalis Siap Huni Lokasi Bagus di Antapani,"Antapani, Bandung",4,2,0,LT : 105 m²,LB : 125 m²
1637,Rp 6 Miliar,Cicilan: 22 Jutaan per bulan,RUMAH LUX BANDUNG KOTA SINGGASANA PRADANA HARGA MURAH DEKAT NJOP,"Bandung Kota, Bandung",5,6,1,LT : 350 m²,LB : 400 m²
1638,Rp 15 Miliar,Cicilan: 55 Jutaan per bulan,RUMAH LUXURY SETRADUTA KOTA BANDUNG DEKAT TOL STRATEGIS,"Bandung Kota, Bandung",4,5,3,LT : 680 m²,LB : 800 m²
1639,"Rp 12,5 Miliar",Cicilan: 46 Jutaan per bulan,Rumah Minimalis Modern Furnished Baru Siap Huni Setraduta Bandung,"Setra Duta, Bandung",7,9,2,LT : 336 m²,LB : 700 m²
1640,Rp 16 Miliar,Cicilan: 59 Jutaan per bulan, Dijual Rumah Lux Jl. Setraria Sutami Bandung Utara,"Setra Sari, Bandung",5,5,2,LT : 800 m²,LB : 527 m²
1641,"Rp 8,75 Miliar",Cicilan: 32 Jutaan per bulan,INVESTASI TERBAIK !!! RUMAH LUX RAJAMANTRI BUAHBATU,"Turangga, Bandung",7,5,4,LT : 878 m²,LB : 825 m²
1642,"Rp 5,2 Miliar",Cicilan: 19 Jutaan per bulan,dijual rumah murah bagus di komplek dago pakar resort,"Tubagus Ismail, Bandung",4,3,2,LT : 512 m²,LB : 401 m²
1643,"Rp 1,7 Miliar",Cicilan: 6 Jutaan per bulan,Jl Cpt Rmh Siap Huni Aman Nyaman Lokasi Antapani Kota Bandung,"Antapani, Bandung",4,2,1,LT : 180 m²,LB : 250 m²
1644,Rp 850 Juta,Cicilan: 3 Jutaan per bulan,Rmh hitung tanah Nata Endah Kopo Bandung,"Kopo, Bandung",6,3,1,LT : 257 m²,LB : 245 m²
1645,Rp 599 Juta,Cicilan: 2 Jutaan per bulan, Rumah Baru Milenial Perumahan Bukit Mekar Indah Cinunuk,"Cileunyi, Bandung",3,2,1,LT : 78 m²,LB : 64 m²
1646,"Rp 1,6 Miliar",Cicilan: 5 Jutaan per bulan,Di Jual Rumah Siap Huni di Jln Sukaati Kota Bandung,"Regol, Bandung",5,3,1,LT : 140 m²,LB : 200 m²
1647,Rp 550 Juta,Cicilan: 2 Jutaan per bulan,Di Jual Rumah Siap Huni di Komplek Griya Cinunuk Indah,"Cileunyi, Bandung",3,2,1,LT : 93 m²,LB : 93 m²
1648,Rp 600 Juta,Cicilan: 2 Jutaan per bulan,Rumah Baru Harga Mulai 600jt di Katumiri Cihanjuang,"Cihanjuang, Bandung",2,1,1,LT : 72 m²,LB : 40 m²
1649,"Rp 1,5 Miliar",Cicilan: 5 Jutaan per bulan,Jual Rumah Elegan Berlokasi Di Sukapura Bojongsoang,"Bojongsoang, Bandung",5,2,1,LT : 140 m²,LB : 150 m²
1650,"Rp 2,3 Miliar",Cicilan: 8 Jutaan per bulan,Jual Cepat Rumah Siap Huni Buah Batu Bandung,"Buah Batu, Bandung",6,4,1,LT : 180 m²,LB : 300 m²
1651,"Rp 1,3 Miliar",Cicilan: 4 Jutaan per bulan,Dijual Rumah di Jalan Logam Lokasi Nyaman Dan Aman Di Bandung,"Buah Batu, Bandung",4,3,1,LT : 120 m²,LB : 200 m²
1652,"Rp 7,9 Miliar",Cicilan: 29 Jutaan per bulan,"Rumah 2 Lantai SHM di Turangga, Bandung ","Turangga, Bandung",4,4,1,LT : 514 m²,LB : 700 m²
1653,"Rp 15,5 Miliar",Cicilan: 57 Jutaan per bulan,MURAH BOSS! ! RUMAH LUAS ASRI SEJUK DAGO RESORT BANDUNG,"Dago, Bandung",6,3,2,LT : 1160 m²,LB : 1000 m²
1654,"Rp 5,5 Miliar",Cicilan: 20 Jutaan per bulan,Dijual Rumah Lama Hitung Tanah di Sayap Dr Setiabudi ,"Setiabudi, Bandung",6,5,6,LT : 575 m²,LB : 250 m²
1655,Rp 8 Miliar,Cicilan: 29 Jutaan per bulan,Dijual Rumah Murah di Jl.nanas Sayap Riau Kota Bandung,"Bandung Kota, Bandung",6,3,1,LT : 390 m²,LB : 280 m²
1656,"Rp 8,5 Miliar",Cicilan: 31 Jutaan per bulan,Rumah Murah Hitung Tanah di Jl Sukamulya Indah Pasteur Bandung,"Pasteur, Bandung",9,5,4,LT : 1510 m²,LB : 510 m²
1657,"Rp 1,6 Miliar",Cicilan: 5 Jutaan per bulan,Dijual rumah strategis di Homey de Green Grande Residence Buah Batu Bandung,"Buah Batu, Bandung",4,2,1,LT : 117 m²,LB : 120 m²
1658,"Rp 5,95 Miliar",Cicilan: 22 Jutaan per bulan,Di jual rumah setra indah sayap pasteur strategis,"Setra Indah, Bandung",4,4,5,LT : 325 m²,LB : 450 m²
1659,"Rp 6,8 Miliar",Cicilan: 25 Jutaan per bulan,Murah Rumah Mewah Di Jl.kinanti Turangga Kota Bandung Strategis,"Turangga, Bandung",7,5,1,LT : 363 m²,LB : 550 m²
1660,"Rp 2,2 Miliar",Cicilan: 8 Jutaan per bulan,"di Jual Rumah di Komplek Kampung Padi, Sayap Dago, Kota Bandung","Tubagus Ismail, Bandung",3,3,1,LT : 144 m²,LB : 150 m²
1661,"Rp 2,45 Miliar",Cicilan: 9 Jutaan per bulan,Rumah Baru Minimalis Modern Dekat Transtudio mal Turangga Bandung,"Turangga, Bandung",4,3,1,LT : 100 m²,LB : 200 m²
1662,"Rp 1,5 Miliar",Cicilan: 5 Jutaan per bulan,Rumah Bagus Murah Siap Huni Pinus Regecy Soekarno Hatta,"Soekarno Hatta, Bandung",4,2,1,LT : 126 m²,LB : 150 m²
1663,"Rp 1,25 Miliar",Cicilan: 4 Jutaan per bulan,Rumah Baru Minimalis 2 Lantai Soekarno Hatta Bandung,"Soekarno Hatta, Bandung",3,2,2,LT : 107 m²,LB : 103 m²
1664,"Rp 1,35 Miliar",Cicilan: 5 Jutaan per bulan,Rumah Murah Minimalis di Kcluster Soekarno Hatta Bandung,"Soekarno Hatta, Bandung",3,2,1,LT : 107 m²,LB : 200 m²
1665,"Rp 1,6 Miliar",Cicilan: 5 Jutaan per bulan,Rumah Murah Beres Renovasi Soekarno Hatta Bandung,"Soekarno Hatta, Bandung",4,3,3,LT : 143 m²,LB : 220 m²
1666,"Rp 1,5 Miliar",Cicilan: 5 Jutaan per bulan,Rumah Baru Harga Murah Lokasi Bagus Soekarno Hatta Bandung,"Soekarno Hatta, Bandung",3,3,1,LT : 174 m²,LB : 120 m²
1667,"Rp 1,25 Miliar",Cicilan: 4 Jutaan per bulan,Rumah Murah Siap Huni Dalam Komplek Buana Soetta Gedebage,"Soekarno Hatta, Bandung",3,3,1,LT : 90 m²,LB : 100 m²
1668,"Rp 1,3 Miliar",Cicilan: 4 Jutaan per bulan,Rumah Murah Siap Huni Komplek Soekarno Hatta Bandung,"Soekarno Hatta, Bandung",3,2,1,LT : 162 m²,LB : 140 m²
1669,"Rp 3,8 Miliar",Cicilan: 14 Jutaan per bulan,Rumah lama lokasi bagus di cijagra suryalaya bandung,"Cijagra, Bandung",7,4,1,LT : 302 m²,LB : 133 m²
1670,"Rp 1,7 Miliar",Cicilan: 6 Jutaan per bulan,Rumah siap huni lokasi bagus pinus regency soekarno hatta,"Soekarno Hatta, Bandung",4,3,1,LT : 189 m²,LB : 100 m²
1671,Rp 680 Juta,Cicilan: 2 Jutaan per bulan,"REPOSISI HARGA, Rumah minimalis di Cluster Cemara Regency, Margaasih  Bandung","Taman Kopo Indah, Bandung",2,1,1,LT : 90 m²,LB : 45 m²
1672,Rp 750 Juta,Cicilan: 2 Jutaan per bulan,"Reposisi Harga! LOKASI COCOK UNTUK USAHA, Hitung tanah di Puri Cipageran Indah 1 -  Cimahi. Cimahi Utara","Cimahi, Bandung",2,1,1,LT : 108 m²,LB : 82 m²
1673,Rp 765 Juta,Cicilan: 2 Jutaan per bulan,Dijual Rumah Murah Minimalis di Cisaranten Arcamanik Bandung,"Arcamanik, Bandung",2,1,1,LT : 90 m²,LB : 60 m²
1674,"Rp 15,7 Miliar",Cicilan: 58 Jutaan per bulan,"Langka! Rumah Lux 2,5  lantai di sayap Sutami dekat setra sari mall kokoh strategis baru!","Setra Sari, Bandung",7,6,6,LT : 800 m²,LB : 530 m²
1675,"Rp 7,95 Miliar",Cicilan: 29 Jutaan per bulan,Rumah di Jalan Talaga Bodas Main Road Tengah Kota Bandung,"Gatot Subroto, Bandung",9,6,1,LT : 514 m²,LB : 250 m²
1676,Rp 850 Juta,Cicilan: 3 Jutaan per bulan,"Langka Rumah 1 Lantai Nanjung Regency sudah renovasi tambah kamar terawat, strategis Murah!","Cimahi, Bandung",3,1,0,LT : 102 m²,LB : 85 m²
1677,"Rp 1,95 Miliar",Cicilan: 7 Jutaan per bulan,Rumah 2 Lantai Terawat Cikutra Bojong Koneng Makmur,"Bandung Kota, Bandung",3,2,1,LT : 183 m²,LB : 220 m²
1678,"Rp 2,7 Miliar",Cicilan: 10 Jutaan per bulan,"Rumah Modern Minimalis Bonus Rumah Tua di Ciwastra, Bandung","Ciwastra, Bandung",7,4,0,LT : 604 m²,LB : 280 m²
1679,"Rp 5,25 Miliar",Cicilan: 19 Jutaan per bulan,"Langka,Murah Rumah Lux di Dago Pakar baru siap huni Furnished sangat terawat dan nyaman","Dago, Bandung",5,4,0,LT : 512 m²,LB : 400 m²
1680,Rp 895 Juta,Cicilan: 3 Jutaan per bulan,"Rumah Siap Pakai di Nata Endah Sayap Kopo, Bandung","Kopo, Bandung",5,2,1,LT : 89 m²,LB : 120 m²
1681,"Rp 2,95 Miliar",Cicilan: 10 Jutaan per bulan,Rumah Baru di Setiabudi Regency Siap Huni Bandung Utara,"Setiabudi, Bandung",4,4,1,LT : 230 m²,LB : 230 m²
1682,"Rp 2,7 Miliar",Cicilan: 10 Jutaan per bulan,"Rumah Minimalis Modern Semi Furnished di Pasteur, Bandung","Pasteur, Bandung",3,3,0,LT : 120 m²,LB : 160 m²
1683,"Rp 1,65 Miliar",Cicilan: 6 Jutaan per bulan,Jual rumah cantik di cluster pesona Pasteur ,"Cicendo, Bandung",2,2,1,LT : 137 m²,LB : 100 m²
1684,"Rp 1,97 Miliar",Cicilan: 7 Jutaan per bulan,Dijual Rumah Nyaman dan Siap Huni Lokasi Strategis di Komplek Sarie Bunga Bakung Buah Batu Bandung,"Buah Batu, Bandung",4,4,1,LT : 123 m²,LB : 220 m²
1685,Rp 8 Miliar,Cicilan: 29 Jutaan per bulan,Dijual Rumah Asri Halaman Luas di Paledang Andir Bandung,"Andir, Bandung",6,4,9,LT : 905 m²,LB : 450 m²
